symbol,name,market_cap
400970,TIGER Fn메타버스,60600000000
447430,ACE 주주환원가치주액티브,60400000000
0068M0,KODEX 미국S&P500버퍼6월액티브,60100000000
498860,RISE 코리아금융고배당,59600000000
455960,RISE 미국달러SOFR금리액티브(합성),59600000000
453640,KODEX 미국S&P500헬스케어,59600000000
458750,TIGER 미국배당다우존스타겟커버드콜1호,58900000000
139320,TIGER 금은선물(H),58700000000
152500,ACE 레버리지,58700000000
218420,KODEX 미국S&P500에너지(합성),58600000000
277640,TIGER 코스피대형주,58500000000
101280,KODEX 일본TOPIX100,58300000000
449770,KIWOOM 미국S&P500,56300000000
316670,KIWOOM 코스닥150,55800000000
139280,TIGER 경기방어,55500000000
395170,KODEX Top10동일가중,54800000000
0067V0,TIGER 차이나글로벌리더스TOP3+,54800000000
365000,TIGER 인터넷TOP10,54200000000
352540,KODEX 일본부동산리츠(H),54200000000
256750,KODEX 차이나심천ChiNext(합성),53800000000
426150,WON 대한민국국고채액티브,53500000000
452250,ACE 미국30년국채선물레버리지(합성 H),53400000000
295020,RISE 국채선물10년인버스,53400000000
375770,KODEX 탄소효율그린뉴딜,53200000000
0118S0,SOL 미국넥스트테크TOP10액티브,52900000000
0046Y0,ACE 미국배당퀄리티,52700000000
0098Z0,FOCUS 200,52500000000
0113P0,HK 머니마켓액티브,52500000000
140700,KODEX 보험,52300000000
114470,KIWOOM 국고채3년,52300000000
104530,KIWOOM 고배당,51800000000
252650,KODEX 200동일가중,51100000000
322410,HANARO K고배당,51000000000
438560,SOL 국고채3년,50800000000
472830,RISE 미국30년국채커버드콜(합성),50600000000
474800,KIWOOM 미국원유에너지기업,50600000000
491220,PLUS 200TR,50300000000
433880,PLUS TDF2060액티브 적격,50200000000
475260,ACE 2월만기자동연장회사채AA-이상액티브,50200000000
138910,KODEX 구리선물(H),50100000000
253250,KIWOOM 200선물레버리지,50100000000
200030,KODEX 미국S&P500산업재(합성),50100000000
469060,RISE 미국반도체NYSE,49900000000
0020H0,KoAct 글로벌양자컴퓨팅액티브,48800000000
450910,SOL 코스닥150,48800000000
123310,TIGER 인버스,48700000000
496770,PLUS 글로벌방산,48500000000
428510,KODEX 차이나AI테크액티브,48400000000
448570,FOCUS AI코리아액티브,47800000000
253150,PLUS 200선물레버리지,47500000000
322400,HANARO e커머스,47500000000
407830,에셋플러스 글로벌플랫폼액티브,47400000000
475070,KoAct 글로벌친환경전력인프라액티브,47300000000
0152E0,SOL 배당성향탑픽액티브,47200000000
495940,RISE 미국AI테크액티브,47100000000
0180V0,ACE 미국우주테크액티브,47000000000
453950,TIGER TSMC파운드리밸류체인,46600000000
276990,KODEX 글로벌로봇(합성),45500000000
0166N0,PLUS 코스닥150액티브,45400000000
266360,KODEX K콘텐츠,45000000000
453650,KODEX 미국S&P500금융,44400000000
464470,PLUS 미국채30년액티브,44300000000
475270,ACE 5월만기자동연장회사채AA-이상액티브,44300000000
385590,ACE ESG액티브,44200000000
410870,TIME K컬처액티브,44200000000
0083S0,1Q 미국메디컬AI,44100000000
0166S0,PLUS K제조업핵심기업액티브,43900000000
292560,TIGER 일본엔선물,43700000000
465350,RISE 2차전지TOP10인버스(합성),43700000000
122260,KIWOOM 통안채1년,43400000000
480310,TIGER 글로벌온디바이스AI,43300000000
174360,RISE 중국본토대형주CSI100,43100000000
440650,ACE 미국달러단기채권액티브,43000000000
461340,HANARO 글로벌생성형AI액티브,42900000000
489290,WON 미국빌리어네어,42800000000
476690,TIGER 글로벌비만치료제TOP2Plus,42500000000
395290,HANARO Fn K-POP&미디어,42100000000
419430,KODEX 차이나2차전지MSCI(합성),42000000000
476070,KODEX 글로벌비만치료제TOP2 Plus,41900000000
479850,HANARO K-뷰티,41900000000
336160,RISE 금융채액티브,41800000000
0172V0,1Q 은액티브,41700000000
140950,파워 코스피100,41100000000
0040S0,HANARO 글로벌피지컬AI액티브,41000000000
437070,KODEX 아시아달러채권ESG플러스액티브,41000000000
261140,TIGER 우선주,40700000000
252710,TIGER 200선물인버스2X,40700000000
0141S0,SOL 조선기자재,40700000000
099140,KODEX 차이나H,40700000000
429760,PLUS 미국S&P500,40600000000
0104P0,TIGER 코리아배당다우존스위클리커버드콜,40300000000
275300,KODEX 우량주,39800000000
479620,SOL 미국AI반도체칩메이커,39700000000
442260,마이티 다이나믹퀀트액티브,39700000000
261120,TIGER 미국달러선물인버스2X,39700000000
261060,TIGER 코스닥150IT,39500000000
305050,ACE 코스피,39100000000
139270,TIGER 200 금융,39000000000
139250,TIGER 200 에너지화학,38600000000
196030,ACE 일본TOPIX레버리지(H),38500000000
238720,ACE 일본Nikkei225(H),38200000000
245360,TIGER 차이나HSCEI,37900000000
152380,KODEX 국채선물10년,37500000000
0150K0,KoAct 수소전력ESS인프라액티브,37500000000
0155M0,ACE 미국SMR원자력TOP10,37300000000
195930,TIGER 유로스탁스50(합성 H),36900000000
147970,TIGER 모멘텀,36700000000
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),36700000000
0023B0,PLUS 미국양자컴퓨팅TOP10,36600000000
117460,KODEX 에너지화학,36600000000
0047R0,RISE 팔란티어고정테크100,36400000000
414270,ACE 글로벌자율주행액티브,36200000000
459750,RISE 글로벌주식분산액티브,36200000000
261250,KODEX 미국달러선물레버리지,35800000000
0013R0,RISE 테슬라미국채타겟커버드콜혼합(합성),35600000000
241390,RISE V&S셀렉트밸류채권혼합,35500000000
156080,KODEX MSCI Korea,35400000000
487130,KoAct AI인프라액티브,35400000000
204450,KODEX 차이나H레버리지(H),35300000000
360140,KODEX 200롱코스닥150숏선물,35300000000
385520,KODEX 자율주행액티브,35200000000
446700,RISE 배터리 리사이클링,35100000000
0162L0,KODEX 차이나AI반도체TOP10,35000000000
468630,KODEX iShares미국투자등급회사채액티브,35000000000
287180,PLUS 미국나스닥테크,34800000000
388280,RISE K엔터&여행레저,34500000000
461600,SOL 미국30년국채액티브(H),34400000000
192720,파워 고배당저변동성,34400000000
488200,KIWOOM K-2차전지북미공급망,34400000000
483420,ACE 애플밸류체인액티브,34300000000
0137V0,KIWOOM 미국S&P500모멘텀,34300000000
300950,KODEX 게임산업,34300000000
0104G0,PLUS K방산레버리지,34100000000
368190,HANARO Fn K-뉴딜디지털플러스,34000000000
364990,TIGER 게임TOP10,33600000000
0036D0,TIME 미국배당다우존스액티브,33400000000
0065G0,KODEX 차이나테크TOP10,33000000000
475380,RISE 글로벌리얼티인컴,33000000000
491090,KODEX 미국테크TOP3플러스,32700000000
256440,ACE MSCI인도네시아(합성),32600000000
461450,KODEX 코스닥글로벌,32600000000
0144M0,KODEX 미국드론UAM TOP10,32300000000
352560,KODEX 미국부동산리츠(H),32300000000
227540,TIGER 200 헬스케어,32200000000
493420,SOL 미국배당다우존스2호,32000000000
0093D0,KoAct 팔란티어밸류체인액티브,32000000000
418670,TIGER 글로벌AI사이버보안,32000000000
105780,RISE 5대그룹주,31900000000
476260,HANARO 반도체핵심공정주도주,31800000000
0137W0,KIWOOM 미국S&P500&GOLD,31700000000
282000,RISE 국고채3년선물인버스,31600000000
271060,KODEX 3대농산물선물(H),31500000000
304770,HANARO 코스닥150,31500000000
0138T0,RISE 미국S&P500데일리고정커버드콜,31500000000
0097L0,KIWOOM 한국고배당&미국AI테크,31400000000
245350,TIGER 유로스탁스배당30,31400000000
449780,KIWOOM 미국S&P500(H),31300000000
459560,KODEX 테슬라밸류체인FactSet,31300000000
411540,SOL 200 Top10,31200000000
100910,KIWOOM KRX100,31200000000
217770,TIGER 원유선물인버스(H),31100000000
477730,KODEX 인도타타그룹,30800000000
225130,ACE 골드선물 레버리지(합성 H),30800000000
473490,KIWOOM 글로벌AI반도체,30800000000
472840,ITF 200,30700000000
248270,TIGER S&P글로벌헬스케어(합성),30600000000
494410,PLUS 미국S&P500성장주,30600000000
280930,KODEX 미국러셀2000(H),30600000000
438320,TIGER 차이나항셍테크레버리지(합성 H),30500000000
276650,RISE 글로벌테크놀로지(합성 H),30400000000
153270,KIWOOM 코스피100,30400000000
449690,TIGER 한중반도체(합성),30100000000
442560,RISE TDF2040액티브 적격,29900000000
0155N0,HANARO K휴머노이드테마TOP10,29900000000
117680,KODEX 철강,29800000000
0141T0,SOL 중기종합채권(AA-이상)액티브,29700000000
300640,RISE 게임테마,29500000000
275280,KODEX 모멘텀주,29200000000
223190,KODEX 200가치저변동,29000000000
167860,KIWOOM 국고채10년레버리지,28900000000
0103T0,1Q K소버린AI,28700000000
0088N0,WON K-글로벌수급상위,28700000000
437350,RISE 미국단기투자등급회사채액티브,28700000000
269420,KODEX S&P글로벌인프라(합성),28700000000
0107F0,KIWOOM 미국고배당&AI테크,28600000000
387270,TIGER 글로벌이노베이션액티브,28300000000
471460,KIWOOM 국고채30년액티브,28200000000
284980,RISE 200금융,27700000000
138230,KIWOOM 미국달러선물,27400000000
226980,KODEX 200 중소형,27300000000
459790,KIWOOM 미국성장기업30액티브,27300000000
289480,TIGER 200커버드콜,27200000000
497780,KoAct 미국천연가스인프라액티브,27000000000
0153X0,PLUS 미국고배당주액티브,26900000000
183700,RISE 채권혼합,26900000000
415760,SOL 차이나육성산업액티브(합성),26900000000
461580,TIGER 코스닥글로벌,26400000000
446690,KODEX 아시아AI반도체exChina액티브,26400000000
415340,KODEX 차이나과창판STAR50(합성),26200000000
491830,TIGER 미국AI반도체팹리스,26000000000
442090,에셋플러스 코리아대장장이액티브,25900000000
275290,KODEX 가치주,25800000000
252000,TIGER 200동일가중,25700000000
363510,SOL KIS단기통안채,25700000000
360150,KODEX 코스닥150롱코스피200숏선물,25700000000
483570,KCGI 미국S&P500 TOP10,25500000000
195970,PLUS 선진국MSCI(합성 H),25300000000
277540,ACE 아시아TOP50,25100000000
145850,TREX 펀더멘탈 200,25100000000
481340,RISE 미국30년국채액티브,25000000000
407310,HANARO 200 TOP10,24700000000
450190,KODEX 한중반도체(합성),24500000000
272570,RISE 중장기국공채액티브,24500000000
445910,TIGER MKF배당귀족,24200000000
496120,ACE 코리아밸류업,24100000000
091220,TIGER 은행,24000000000
138530,TIGER LG그룹플러스,23800000000
0089B0,PLUS 미국나스닥100미국채혼합50,23800000000
219390,RISE 미국S&P원유생산기업(합성 H),23400000000
236350,TIGER 인도니프티50레버리지(합성),23400000000
465660,TIGER 일본반도체FACTSET,23200000000
253290,RISE 헬스케어채권혼합,23100000000
0112X0,마이티 200TR,23000000000
185680,KODEX 미국S&P바이오(합성),22700000000
469790,KIWOOM K-테크TOP10,22600000000
463300,RISE 중국본토CSI300,22600000000
457690,KODEX 33-06 국고채액티브,22500000000
169950,KODEX 차이나A50,22300000000
433220,에셋플러스 글로벌대장장이액티브,22300000000
391670,HK 베스트일레븐액티브,22200000000
440340,TIGER 글로벌멀티에셋TIF액티브,22200000000
0051A0,KoAct 브로드컴밸류체인액티브,22100000000
0026E0,KODEX 미국S&P500버퍼3월액티브,21900000000
0049K0,ACE 미국배당퀄리티채권혼합50,21900000000
292500,SOL KRX300,21900000000
464920,PLUS 일본반도체소부장,21800000000
102960,KODEX 기계장비,21700000000
419650,PLUS 글로벌수소&차세대연료전지,21700000000
0182R0,1Q K반도체TOP2+,21600000000
489000,PLUS 일본엔화초단기국채(합성),21600000000
0047P0,RISE 테슬라고정테크100,21500000000
292160,TIGER KRX300,21500000000
417630,TIGER KEDI혁신기업ESG30,21500000000
0115C0,RISE 미국고배당다우존스TOP10,21400000000
404260,KODEX 기후변화솔루션,21400000000
385600,ACE 2차전지&친환경차액티브,21300000000
130680,TIGER 원유선물Enhanced(H),21100000000
364690,KODEX 혁신기술테마액티브,21000000000
445690,BNK 주주가치액티브,20900000000
159800,마이티 코스피100,20800000000
396510,TIGER 차이나클린에너지SOLACTIVE,20800000000
332620,PLUS 미국장기우량회사채,20600000000
229720,KODEX KTOP30,20400000000
266410,KODEX 필수소비재,20300000000
292050,RISE KRX300,19900000000
376410,TIGER 탄소효율그린뉴딜,19700000000
375760,HANARO 탄소효율그린뉴딜,19600000000
367740,HANARO Fn5G산업,19600000000
461910,PLUS 미국테크TOP10레버리지(합성),19500000000
289040,KODEX MSCI KOREA ESG유니버설,19500000000
477490,에셋플러스 글로벌일등기업포커스10액티브,19500000000
461900,PLUS 미국테크TOP10,19500000000
491510,파워 K-주주가치액티브,19500000000
239660,PLUS 우량회사채50,19300000000
0084E0,KIWOOM 미국대형주500월간목표헤지액티브,19000000000
371450,TIGER 글로벌클라우드컴퓨팅INDXX,19000000000
108590,TREX 200,18900000000
469050,RISE 미국반도체NYSE(H),18800000000
453820,KODEX 인도Nifty50레버리지(합성),18700000000
337150,KODEX 200exTOP,18700000000
289250,TIGER MSCI KOREA ESG유니버설,18700000000
0028X0,KODEX 미국금융테크액티브,18700000000
337120,KODEX 멀티팩터,18600000000
483330,ACE 마이크로소프트밸류체인액티브,18600000000
0067Y0,TIGER 차이나AI소프트웨어,18500000000
387280,TIGER 퓨처모빌리티액티브,18500000000
468370,KODEX iShares미국인플레이션국채액티브,18500000000
464600,SOL 자동차소부장Fn,18500000000
291130,ACE MSCI멕시코(합성),18300000000
448490,HANARO 32-10 국고채액티브,18200000000
0021D0,ACE TDF2030액티브 적격,18200000000
213630,PLUS 미국다우존스고배당주(합성 H),18200000000
449580,RISE 테슬라애플아마존채권혼합,18200000000
0153P0,ACE 리츠부동산인프라액티브,18000000000
0090B0,PLUS K방산소부장,17900000000
0174B0,KoAct 글로벌AI메모리반도체액티브,17900000000
0018Z0,RISE 미국양자컴퓨팅,17800000000
0015F0,KIWOOM 팔란티어미국30년국채혼합액티브(H),17700000000
371150,RISE 차이나항셍테크,17600000000
460660,RISE 미국S&P배당킹,17600000000
250730,RISE 차이나HSCEI(H),17600000000
494420,PLUS 미국배당증가성장주데일리커버드콜,17600000000
407820,에셋플러스 코리아플랫폼액티브,17600000000
404120,TIME K신재생에너지액티브,17500000000
400570,KODEX 유럽탄소배출권선물ICE(H),17500000000
276000,TIGER 글로벌자원생산기업(합성 H),17500000000
487950,KODEX 대만테크고배당다우존스,16900000000
289260,TIGER MSCI KOREA ESG리더스,16900000000
304760,HANARO KRX300,16900000000
482030,KoAct 반도체&2차전지핵심소재액티브,16900000000
104520,KIWOOM 블루칩,16800000000
0164G0,RISE 차이나AI반도체TOP4Plus,16800000000
183710,RISE 주식혼합,16600000000
453630,KODEX 미국S&P500필수소비재,16600000000
0177X0,ACE K휴머노이드로봇산업TOP2+,16600000000
0086C0,TIGER 리츠부동산인프라10채권혼합액티브,16500000000
474920,에셋플러스 차이나일등기업포커스10액티브,16500000000
447660,PLUS 애플채권혼합,16400000000
469160,ACE 일본반도체,16400000000
300610,TIGER K게임,16400000000
381560,HANARO Fn전기&수소차,16400000000
195920,TIGER 일본TOPIX(합성 H),16300000000
453010,PLUS KOFR금리,16200000000
438900,HANARO Fn K-푸드,16200000000
227830,PLUS 코스피,16200000000
442550,RISE TDF2030액티브 적격,16200000000
422260,VITA MZ소비액티브,16100000000
354350,HANARO 글로벌럭셔리S&P(합성),16000000000
0094L0,RISE 차이나테크TOP10위클리타겟커버드콜,15900000000
0000H0,KODEX 인도Nifty미드캡100,15900000000
498050,HANARO 바이오코리아액티브,15800000000
472720,TRUSTON 주주가치액티브,15800000000
463640,KODEX 미국S&P500유틸리티,15800000000
280320,ACE 미국IT인터넷(합성 H),15800000000
265690,ACE 러시아MSCI(합성),15800000000
0013P0,RISE 미국은행TOP10,15800000000
225060,TIGER 이머징마켓MSCI레버리지(합성 H),15600000000
432840,HANARO 미국S&P500,15600000000
0094X0,1Q 샤오미밸류체인액티브,15500000000
0001P0,마이티 바이오시밀러&CDMO액티브,15400000000
228820,TIGER KTOP30,15300000000
140580,RISE 우량업종대표주,15300000000
0113G0,KoAct 미국바이오헬스케어액티브,15100000000
244620,KODEX 모멘텀Plus,15000000000
409810,KODEX 미국나스닥100선물인버스(H),14800000000
131890,ACE 삼성그룹동일가중,14800000000
290080,RISE 200고배당커버드콜ATM,14700000000
0182S0,1Q K반도체TOP2채권혼합50,14500000000
234310,RISE V&S셀렉트밸류,14400000000
371870,ACE 차이나항셍테크,14400000000
0105D0,SOL 한국AI소프트웨어,14400000000
416090,ACE 중국과창판STAR50,14400000000
419420,KODEX 미국클린에너지나스닥,14400000000
404650,SOL KRX기후변화솔루션,14200000000
496130,TRUSTON 코리아밸류업액티브,14100000000
457700,KODEX 53-09 국고채액티브,14000000000
354240,RISE 미국고정배당우선증권,14000000000
0127V0,KIWOOM 미국S&P500 TOP10&배당다우비중전환,13900000000
373490,KODEX 코리아혁신성장액티브,13800000000
281990,RISE 중소형고배당,13700000000
451600,PLUS 국고채30년액티브,13700000000
435040,ACE 글로벌브랜드TOP10,13700000000
417450,RISE 글로벌수소경제,13600000000
413930,WON AI ESG액티브,13500000000
269370,TIGER S&P글로벌인프라(합성),13300000000
453660,KODEX 미국S&P500경기소비재,13300000000
166400,TIGER 200커버드콜OTM,13300000000
137610,TIGER 농산물선물Enhanced(H),13200000000
140710,KODEX 운송,13200000000
380340,ACE 코리아AI테크핵심산업,13200000000
428560,KODEX 미국ETF산업Top10 Indxx,13200000000
0127T0,KIWOOM 미국S&P500&배당다우존스비중전환,13100000000
466810,BNK 2차전지양극재,13000000000
484890,SOL 머니마켓액티브,13000000000
301400,PLUS 코스닥150,13000000000
332610,PLUS 미국단기회사채(AAA~A),12900000000
395760,PLUS ESG성장주액티브,12900000000
0177A0,WON 두산그룹포커스,12900000000
279540,KODEX 최소변동성,12900000000
0021C0,ACE TDF장기자산배분액티브,12900000000
465670,TIGER 미국캐시카우100,12800000000
0133E0,TIGER 차이나증권,12700000000
0093B0,RISE 엔비디아고정테크100,12600000000
261110,TIGER 미국달러선물레버리지,12600000000
385710,TIME K이노베이션액티브,12500000000
456250,KODEX 유럽명품TOP10 STOXX,12500000000
251590,PLUS 고배당저변동50,12400000000
464610,SOL 의료기기소부장Fn,12400000000
114460,ACE 국고채3년,12200000000
269530,PLUS S&P글로벌인프라,12200000000
463690,KODEX 미국S&P500커뮤니케이션,12200000000
0172Y0,ACE K수출핵심TOP10산업액티브,12200000000
395150,KODEX 웹툰&드라마,12200000000
453060,HANARO KOFR금리액티브(합성),12100000000
379790,RISE 유로스탁스50(H),12100000000
0087F0,ACE 차이나AI빅테크TOP2+액티브,12100000000
449680,TIGER 한중전기차(합성),12000000000
0138D0,RISE 동학개미,12000000000
292770,KODEX 국채선물3년인버스,12000000000
0004G0,1Q 미국배당TOP30,11900000000
494180,TIME 글로벌소비트렌드액티브,11900000000
105010,TIGER 라틴35,11800000000
280920,PLUS 주도업종,11800000000
494340,ACE 글로벌AI맞춤형반도체,11700000000
310080,RISE 중국MSCI China(H),11700000000
0008E0,ACE 미국중심중소형제조업,11700000000
487910,ACE 인도컨슈머파워액티브,11600000000
395280,HANARO Fn K-게임,11600000000
451150,에셋플러스 글로벌영에이지액티브,11600000000
0047N0,PLUS 차이나AI테크TOP10,11600000000
430500,KIWOOM 물가채KIS,11400000000
0120J0,BNK 카카오그룹포커스,11400000000
0127R0,RISE 미국AI클라우드인프라,11300000000
253280,RISE 헬스케어,11300000000
485810,TIME 글로벌바이오액티브,11300000000
117690,TIGER 차이나항셍30,11000000000
139290,TIGER 200 경기소비재,11000000000
480460,WON 한국부동산TOP3플러스,10900000000
399580,RISE 글로벌클린에너지,10900000000
411860,KIWOOM 독일DAX,10700000000
460270,KIWOOM 미국달러SOFR금리액티브(합성),10700000000
0166T0,PLUS 글로벌저작권핵심기업액티브,10600000000
489860,KIWOOM 글로벌전력GRID인프라,10600000000
237440,TIGER 경기방어채권혼합,10600000000
225800,KIWOOM 미국달러선물레버리지,10500000000
0002C0,에셋플러스 인도일등기업포커스20액티브,10400000000
266390,KODEX 경기소비재,10400000000
0176P0,FOCUS AI반도체위클리고정커버드콜,10400000000
181480,ACE 미국부동산리츠(합성 H),10300000000
341850,TIGER 리츠부동산인프라채권,10300000000
375270,RISE 글로벌데이터센터리츠(합성),10200000000
140570,RISE 수출주,10200000000
326230,RISE 내수주플러스,10100000000
488290,마이다스 일본테크액티브,10000000000
0082F0,HANARO 유럽방산,9900000000
230480,KIWOOM 미국달러선물인버스2X,9900000000
435550,KIWOOM TDF2050액티브 적격,9800000000
429740,PLUS K리츠,9700000000
0102X0,ACE 유럽방산TOP10,9700000000
381570,HANARO Fn친환경에너지,9600000000
215620,HK S&P코리아로우볼,9600000000
270800,RISE KQ고배당,9600000000
487920,ACE 인도시장대표BIG5그룹액티브,9500000000
429010,TIGER 미국나스닥넥스트100,9500000000
0174R0,KIWOOM 미국성장다우존스,9500000000
174350,TIGER 로우볼,9500000000
450180,KODEX 한중전기차(합성),9500000000
390400,KODEX 미국스마트모빌리티S&P,9400000000
433250,UNICORN R&D 액티브,9400000000
0084D0,KIWOOM 미국테크100월간목표헤지액티브,9100000000
483020,KIWOOM 의료AI,9000000000
429980,SOL 한국형글로벌전기차&2차전지액티브,9000000000
437370,RISE 글로벌농업경제,9000000000
0053M0,더제이 중소형포커스액티브,8900000000
0036Z0,RISE 미국천연가스밸류체인,8900000000
494210,SOL 미국500타겟데일리커버드콜액티브,8900000000
0005C0,RISE 미국S&P500엔화노출(합성 H),8900000000
451670,RISE 국채30년레버리지(합성),8900000000
457930,BNK 미래전략기술액티브,8900000000
227570,TIGER 우량가치,8900000000
497510,ACE 글로벌빅파마,8800000000
438740,마이다스 중소형액티브,8800000000
250780,TIGER 코스닥150선물인버스,8700000000
435540,KIWOOM TDF2040액티브 적격,8700000000
499150,SOL 미국S&P500엔화노출(H),8700000000
0154H0,KoAct 차이나바이오헬스케어액티브,8500000000
256450,PLUS 심천차이넥스트(합성),8500000000
291630,KIWOOM 코스닥150선물레버리지,8500000000
368680,KODEX K-뉴딜디지털플러스,8400000000
404540,TIGER KRX기후변화솔루션,8400000000
139240,TIGER 200 철강소재,8400000000
182490,TIGER 단기선진하이일드(합성 H),8300000000
462340,에셋플러스 글로벌다이나믹시니어액티브,8300000000
219900,ACE 중국본토CSI300레버리지(합성),8100000000
497520,ACE 일라이릴리밸류체인,8100000000
217780,TIGER 차이나CSI300인버스(합성),7900000000
435530,KIWOOM TDF2030액티브 적격,7800000000
243890,TIGER 200에너지화학레버리지,7700000000
244670,KODEX 밸류Plus,7700000000
413220,SOL 차이나태양광CSI(합성),7600000000
285690,FOCUS ESG리더스,7500000000
0174J0,DAISHIN343 오피스리츠플러스,7500000000
395750,PLUS ESG가치주액티브,7500000000
402460,HANARO Fn K-메타버스MZ,7400000000
488480,RISE 일본섹터TOP4Plus,7400000000
0078V0,PLUS 미국로보택시,7400000000
189400,PLUS 글로벌MSCI(합성 H),7300000000
316300,ACE 싱가포르리츠,7300000000
304670,KODEX 미국30년국채울트라선물인버스(H),7100000000
0073X0,FOCUS 알리바바미국채커버드콜혼합,7000000000
0132D0,KoAct 글로벌K컬처밸류체인액티브,7000000000
0131A0,SOL 차이나소비트렌드,7000000000
314700,HANARO 농업융복합산업,7000000000
456200,PLUS 미국달러SOFR금리액티브(합성),6900000000
176950,KODEX 국채선물10년인버스,6900000000
407300,HANARO Fn골프테마,6800000000
400590,SOL 글로벌탄소배출권선물ICE(합성),6800000000
391600,ACE 미국친환경그린테마,6700000000
307510,TIGER 의료기기,6500000000
474390,SOL 국고채30년액티브,6400000000
139660,KIWOOM 미국달러선물인버스,6300000000
289670,PLUS 국채선물10년,6300000000
306530,HANARO 코스닥150선물레버리지,6000000000
138920,KODEX 콩선물(H),6000000000
483030,KIWOOM 미국블록버스터바이오테크의약품+,5800000000
295000,RISE 국채선물10년,5700000000
0114X0,RISE 글로벌게임테크TOP3Plus,5700000000
220130,SOL 차이나강소기업CSI500(합성 H),5600000000
469530,RISE 미국달러선물인버스,5600000000
401590,HANARO 글로벌탄소배출권선물ICE(합성),5500000000
432600,RISE 국채선물3년,5500000000
0128D0,PLUS 차이나항셍테크위클리타겟커버드콜,5500000000
400580,SOL 유럽탄소배출권선물S&P(H),5400000000
267450,RISE 미국장기국채선물인버스(H),5400000000
261920,ACE MSCI필리핀(합성),5400000000
0015E0,KIWOOM 엔비디아미국30년국채혼합액티브(H),5400000000
321410,KODEX 멀티에셋하이인컴(H),5300000000
483240,TIGER 미국나스닥100ETF선물,5300000000
476000,UNICORN 포스트IPO액티브,5300000000
291890,KODEX MSCI EM선물(H),5300000000
498610,RISE 인도디지털성장,5200000000
244660,KODEX 퀄리티Plus,5200000000
225030,TIGER 미국S&P500선물인버스(H),5200000000
397420,RISE 국채선물5년추종,5200000000
427120,RISE AI플랫폼,5200000000
476310,RISE 글로벌비만산업TOP2+,5200000000
266550,PLUS 중형주저변동50,5200000000
334690,RISE 팔라듐선물(H),5100000000
267440,RISE 미국장기국채선물(H),5000000000
277650,TIGER 코스피중형주,4900000000
227550,TIGER 200 산업재,4900000000
0015K0,TIGER 미국소비트렌드액티브,4900000000
488210,KIWOOM K-반도체북미공급망,4800000000
227560,TIGER 200 생활소비재,4800000000
205720,ACE 일본TOPIX인버스(합성 H),4800000000
226380,ACE Fn성장소비주도주,4700000000
252420,RISE 200선물인버스2X,4700000000
373790,KIWOOM 미국방어배당성장나스닥,4600000000
315270,TIGER 200커뮤니케이션서비스,4600000000
0010E0,ACE FTSE WGBI Korea,4500000000
490330,KoAct 미국치매&뇌질환치료제액티브,4500000000
225050,TIGER 유로스탁스레버리지(합성 H),4400000000
0050E0,PLUS 미국AI에이전트,4300000000
238670,PLUS 스마트베타Quality채권혼합,4000000000
267490,RISE 미국장기국채선물레버리지(합성 H),3900000000
291680,RISE 차이나H선물인버스(H),3800000000
470310,UNICORN 생성형AI강소기업액티브,3800000000
145670,ACE 인버스,3800000000
252410,RISE 200선물인버스,3700000000
491630,RISE 미국반도체인버스(합성 H),3600000000
454180,KIWOOM 차이나내수소비TOP CSI,3500000000
424460,HANARO 글로벌워터MSCI(합성),3300000000
0079X0,ACE BYD밸류체인액티브,3200000000
280940,KODEX 골드선물인버스(H),2900000000
489010,PLUS 글로벌AI인프라,2900000000
452440,VITA 밸류알파액티브,2900000000
253230,KIWOOM 200선물인버스2X,2600000000
291620,KIWOOM 코스닥150선물인버스,2200000000
253160,PLUS 200선물인버스2X,2000000000
275750,RISE 코스닥150선물인버스,2000000000
253240,KIWOOM 200선물인버스,1900000000
412560,TIGER BBIG레버리지,1900000000
334700,RISE 팔라듐선물인버스(H),1800000000
465620,ACE 미국빅테크TOP7 Plus인버스(합성),1700000000
306520,HANARO 200선물인버스,1200000000
301410,PLUS 코스닥150선물인버스,700000000
