symbol,name,exchange,market_cap
005930,삼성전자,KOSPI,1259873040024000
000660,SK하이닉스,KOSPI,831010957590000
005935,삼성전자우,KOSPI,118068922521450
005380,현대차,KOSPI,108521615980000
373220,LG에너지솔루션,KOSPI,100269000000000
402340,SK스퀘어,KOSPI,93426537288000
207940,삼성바이오로직스,KOSPI,74482140159000
012450,한화에어로스페이스,KOSPI,73787226831000
034020,두산에너빌리티,KOSPI,71294455549800
000270,기아,KOSPI,61685253684000
105560,KB금융,KOSPI,60140778391500
329180,HD현대중공업,KOSPI,55209604350000
009150,삼성전기,KOSPI,50866406976000
032830,삼성생명,KOSPI,50800000000000
028260,삼성물산,KOSPI,48893947771500
055550,신한지주,KOSPI,47512901536100
068270,셀트리온,KOSPI,45830250896500
006400,삼성SDI,KOSPI,43032673020000
042660,한화오션,KOSPI,39466045147200
267260,HD현대일렉트릭,KOSPI,39399518555000
006800,미래에셋증권,KOSPI,38372363792800
012330,현대모비스,KOSPI,38198417443000
010130,고려아연,KOSPI,34857858230000
086790,하나금융지주,KOSPI,34261907703400
035420,NAVER,KOSPI,33409611894000
005490,POSCO홀딩스,KOSPI,30943816293500
015760,한국전력,KOSPI,29690838561250
009540,HD한국조선해양,KOSPI,29441616256000
298040,효성중공업,KOSPI,28150810412000
010120,LS ELECTRIC,KOSPI,27660000000000
034730,SK,KOSPI,27442273085500
042700,한미반도체,KOSPI,27306945300000
316140,우리금융지주,KOSPI,26353339888000
051910,LG화학,KOSPI,25942686052500
010140,삼성중공업,KOSPI,25300000000000
272210,한화시스템,KOSPI,24691764142300
064350,현대로템,KOSPI,24065875606500
000150,두산,KOSPI,23043827205000
096770,SK이노베이션,KOSPI,21757093815600
035720,카카오,KOSPI,21684898705250
000810,삼성화재,KOSPI,21296844621000
003670,포스코퓨처엠,KOSPI,21058017585000
017670,SK텔레콤,KOSPI,20684282103900
079550,LIG디펜스앤에어로스페이스,KOSPI,20438000000000
066570,LG전자,KOSPI,20295643820200
267250,HD현대,KOSPI,20222229760000
011200,HMM,KOSPI,19855159268500
138040,메리츠금융지주,KOSPI,19773148941000
033780,KT&G,KOSPI,19712915275500
000720,현대건설,KOSPI,19487258875000
047810,한국항공우주,KOSPI,18218097498300
024110,기업은행,KOSPI,17981953345950
086280,현대글로비스,KOSPI,16987500000000
030200,KT,KOSPI,16003376997500
278470,에이피알,KOSPI,15555553402500
071050,한국금융지주,KOSPI,14600209904000
0126Z0,삼성에피스홀딩스,KOSPI,14506817567000
003550,LG,KOSPI,14504540069250
018260,삼성에스디에스,KOSPI,14036332920000
047050,포스코인터내셔널,KOSPI,13458093282000
010950,S-Oil,KOSPI,13048345592800
005940,NH투자증권,KOSPI,12507687351900
259960,크래프톤,KOSPI,12467801933000
323410,카카오뱅크,KOSPI,11999578990550
005830,DB손해보험,KOSPI,11975678400000
039490,키움증권,KOSPI,11703519585000
307950,현대오토에버,KOSPI,11655192350000
047040,대우건설,KOSPI,11505413864000
352820,하이브,KOSPI,11012624619500
003230,삼양식품,KOSPI,10478423865000
006260,LS,KOSPI,10436400000000
011070,LG이노텍,KOSPI,9786348744500
016360,삼성증권,KOSPI,9760490000000
007660,이수페타시스,KOSPI,9756085205100
000880,한화,KOSPI,9752131423500
028050,삼성E&A,KOSPI,9731400000000
003490,대한항공,KOSPI,9223927558050
443060,HD현대마린솔루션,KOSPI,8751076592000
005387,현대차2우B,KOSPI,8688536605000
326030,SK바이오팜,KOSPI,8097590050000
267270,HD건설기계,KOSPI,7915729470000
180640,한진칼,KOSPI,7827877212750
000100,유한양행,KOSPI,7733782057100
090430,아모레퍼시픽,KOSPI,7674249980800
377300,카카오페이,KOSPI,7641363235500
001440,대한전선,KOSPI,7523148555000
032640,LG유플러스,KOSPI,7491908227650
066970,엘앤에프,KOSPI,7403685606000
009830,한화솔루션,KOSPI,7399973674800
161390,한국타이어앤테크놀로지,KOSPI,7358179098600
034220,LG디스플레이,KOSPI,7200000000000
052690,한전기술,KOSPI,6864312000000
241560,두산밥캣,KOSPI,6834537434500
128940,한미약품,KOSPI,6777014239000
078930,GS,KOSPI,6606283375800
064400,LG씨엔에스,KOSPI,6316963809600
062040,산일전기,KOSPI,6306865100000
029780,삼성카드,KOSPI,6302723670400
001040,CJ,KOSPI,6156346578000
454910,두산로보틱스,KOSPI,6034740138000
138930,BNK금융지주,KOSPI,5976898655580
175330,JB금융지주,KOSPI,5920575216800
021240,코웨이,KOSPI,5909080071000
005385,현대차우,KOSPI,5858580960000
036570,NC,KOSPI,5795341918000
450080,에코프로머티,KOSPI,5440079933400
088980,맥쿼리인프라,KOSPI,5435764620550
000990,DB하이텍,KOSPI,5403269829600
271560,오리온,KOSPI,5369006725600
004020,현대제철,KOSPI,5144335011750
010060,OCI홀딩스,KOSPI,5143648916000
022100,포스코DX,KOSPI,5047553002800
002380,KCC,KOSPI,4940877876000
353200,대덕전자,KOSPI,4600715717500
082740,한화엔진,KOSPI,4572903381600
489790,한화비전,KOSPI,4296561989000
251270,넷마블,KOSPI,4237351180700
088350,한화생명,KOSPI,4194999900000
018880,한온시스템,KOSPI,4192282524920
011790,SKC,KOSPI,4142791801200
103590,일진전기,KOSPI,4110480618000
017800,현대엘리베이터,KOSPI,3995241747000
051900,LG생활건강,KOSPI,3875347741750
011170,롯데케미칼,KOSPI,3836955084300
111770,영원무역,KOSPI,3810786248000
375500,DL이앤씨,KOSPI,3691371634200
012510,더존비즈온,KOSPI,3630661249000
035250,강원랜드,KOSPI,3628430880000
097950,CJ제일제당,KOSPI,3560314989000
004170,신세계,KOSPI,3551388056000
302440,SK바이오사이언스,KOSPI,3522699229700
012750,에스원,KOSPI,3484524622600
031210,서울보증보험,KOSPI,3480606660300
011780,금호석유화학,KOSPI,3451584990000
439260,대한조선,KOSPI,3440399661600
023530,롯데쇼핑,KOSPI,3414452728500
036460,한국가스공사,KOSPI,3364808850000
001720,신영증권,KOSPI,3345540000000
457190,이수스페셜티케미컬,KOSPI,3339185356000
006360,GS건설,KOSPI,3269212918000
014680,한솔케미칼,KOSPI,3217765185000
139130,iM금융지주,KOSPI,3096841960240
071970,HD현대마린엔진,KOSPI,3080071746000
028670,팬오션,KOSPI,3020317742800
085620,미래에셋생명,KOSPI,2952846221520
009970,영원무역홀딩스,KOSPI,2861838244000
004990,롯데지주,KOSPI,2855367182400
005850,에스엘,KOSPI,2842649424000
139480,이마트,KOSPI,2836850193200
103140,풍산,KOSPI,2836056933600
00680K,미래에셋증권2우B,KOSPI,2805075000000
336260,두산퓨얼셀,KOSPI,2786758041300
020150,롯데에너지머티리얼즈,KOSPI,2743950261200
008930,한미사이언스,KOSPI,2739081577500
026960,동서,KOSPI,2736765000000
001450,현대해상,KOSPI,2713290000000
051600,한전KPS,KOSPI,2691000000000
112610,씨에스윈드,KOSPI,2682101230800
004800,효성,KOSPI,2671768957200
009420,한올바이오파마,KOSPI,2653824410400
120110,코오롱인더,KOSPI,2647229228800
383220,F&F,KOSPI,2593388977500
017960,한국카본,KOSPI,2584171902000
279570,케이뱅크,KOSPI,2568050305830
001430,세아베스틸지주,KOSPI,2564141508500
000500,가온전선,KOSPI,2516207791500
483650,달바글로벌,KOSPI,2478733000000
000120,CJ대한통운,KOSPI,2470576855200
204320,HL만도,KOSPI,2469944512000
097230,HJ중공업,KOSPI,2469577658400
192820,코스맥스,KOSPI,2406095908000
007340,DN오토모티브,KOSPI,2390168835250
000240,한국앤컴퍼니,KOSPI,2321166618000
004370,농심,KOSPI,2317486602000
081660,미스토홀딩스,KOSPI,2301531264000
282330,BGF리테일,KOSPI,2298759498000
030000,제일기획,KOSPI,2290470789750
011210,현대위아,KOSPI,2289825988600
298020,효성티앤씨,KOSPI,2254722322000
018670,SK가스,KOSPI,2249510292000
000155,두산우,KOSPI,2242015182000
007810,코리아써키트,KOSPI,2199206254000
005440,현대지에프홀딩스,KOSPI,2198250644100
003690,코리안리,KOSPI,2194875205020
002790,아모레퍼시픽홀딩스,KOSPI,2121714495000
023590,다우기술,KOSPI,2116749556800
008770,호텔신라,KOSPI,2107624097700
069960,현대백화점,KOSPI,2086376558600
161890,한국콜마,KOSPI,2044199668200
361610,SK아이이테크놀로지,KOSPI,2028320080000
395400,SK리츠,KOSPI,2010797701600
462870,시프트업,KOSPI,1991314843000
007070,GS리테일,KOSPI,1973134994000
005070,코스모신소재,KOSPI,1962981146100
001120,LX인터내셔널,KOSPI,1957380000000
003540,대신증권,KOSPI,1912187792550
475150,SK이터닉스,KOSPI,1839618216000
077970,STX엔진,KOSPI,1838781285400
322000,HD현대에너지솔루션,KOSPI,1824480000000
003570,SNT다이내믹스,KOSPI,1788995098600
069620,대웅제약,KOSPI,1760000742500
006040,동원산업,KOSPI,1752675044200
229640,LS에코에너지,KOSPI,1748680590900
006280,녹십자,KOSPI,1728438970200
073240,금호타이어,KOSPI,1724998023435
003530,한화투자증권,KOSPI,1628417612250
012630,HDC,KOSPI,1610039380950
001800,오리온홀딩스,KOSPI,1572400092200
032350,롯데관광개발,KOSPI,1554616787220
030610,교보증권,KOSPI,1538499973500
294870,IPARK현대산업개발,KOSPI,1529050056000
020560,아시아나항공,KOSPI,1483133119200
007310,오뚜기,KOSPI,1476885355000
034230,파라다이스,KOSPI,1430197658080
100090,SK오션플랜트,KOSPI,1427625247650
181710,NHN,KOSPI,1421486232600
004000,롯데정밀화학,KOSPI,1411260000000
093370,후성,KOSPI,1395391843300
330590,롯데리츠,KOSPI,1381271265520
003240,태광산업,KOSPI,1380616000000
000210,DL,KOSPI,1376801578800
082640,동양생명,KOSPI,1361866457400
003090,대웅,KOSPI,1360522332000
051915,LG화학우,KOSPI,1349384400000
300720,한일시멘트,KOSPI,1249533100910
089860,롯데렌탈,KOSPI,1225441845000
185750,종근당,KOSPI,1224306586000
000080,하이트진로,KOSPI,1220324831400
415640,KB발해인프라,KOSPI,1214426380680
000670,영풍,KOSPI,1208060476700
001740,SK네트웍스,KOSPI,1188262333740
005690,파미셀,KOSPI,1150525199880
281820,케이씨텍,KOSPI,1148312926500
005300,롯데칠성,KOSPI,1129240182800
100840,SNT에너지,KOSPI,1129170751800
000815,삼성화재우,KOSPI,1129136010000
090460,비에이치,KOSPI,1117537484700
192080,더블유게임즈,KOSPI,1107372376400
365550,ESR켄달스퀘어리츠,KOSPI,1100017830000
075580,세진중공업,KOSPI,1090941060640
280360,롯데웰푸드,KOSPI,1088635158000
451800,한화리츠,KOSPI,1079396000000
137310,에스디바이오센서,KOSPI,1066214570660
484870,엠앤씨솔루션,KOSPI,1063683180000
006120,SK디스커버리,KOSPI,1053531935500
195870,해성디에스,KOSPI,1042100000000
192400,쿠쿠홀딩스,KOSPI,1041972020500
071055,한국금융지주우,KOSPI,1032223826200
006650,대한유화,KOSPI,1027000000000
036530,SNT홀딩스,KOSPI,1004319377600
285130,SK케미칼,KOSPI,1003328428000
003470,유안타증권,KOSPI,997982880000
009450,경동나비엔,KOSPI,993577974400
298050,HS효성첨단소재,KOSPI,987828534000
499790,GS피앤엘,KOSPI,983609713600
079900,전진건설로봇,KOSPI,976241260500
057050,현대홈쇼핑,KOSPI,962400000000
00088K,한화3우B,KOSPI,959549607450
033240,자화전자,KOSPI,933357686400
009240,한샘,KOSPI,931355200600
030190,NICE평가정보,KOSPI,929034780790
066575,LG전자우,KOSPI,917731972800
249420,일동제약,KOSPI,914345482800
248070,솔루엠,KOSPI,912333782880
003030,세아제강지주,KOSPI,896668740500
003160,디아이,KOSPI,892865000000
064960,SNT모티브,KOSPI,891753139200
071320,지역난방공사,KOSPI,888089664800
108320,LX세미콘,KOSPI,883151490000
456040,OCI,KOSPI,871077763500
005880,대한해운,KOSPI,869804081300
003850,보령,KOSPI,868166534840
001510,SK증권,KOSPI,861805488573
025540,한국단자,KOSPI,858763500000
003620,KG모빌리티,KOSPI,858069626880
010780,아이에스동서,KOSPI,855800769600
004490,세방전지,KOSPI,852390000000
006110,삼아알미늄,KOSPI,849938171000
317450,명인제약,KOSPI,840960000000
011930,신성이엔지,KOSPI,805895511165
079160,CJ CGV,KOSPI,805558225185
003280,흥아해운,KOSPI,799412789175
002020,코오롱,KOSPI,787368480000
009155,삼성전기우,KOSPI,781978696000
000370,한화손해보험,KOSPI,778648563050
001270,부국증권,KOSPI,776704461400
336370,솔루스첨단소재,KOSPI,773795130880
010820,퍼스텍,KOSPI,769621181640
003000,부광약품,KOSPI,764651200250
00104K,CJ4우(전환),KOSPI,762462764800
007700,F&F홀딩스,KOSPI,760383294480
093050,LF,KOSPI,760240000000
178920,PI첨단소재,KOSPI,751777843200
214320,이노션,KOSPI,751200000000
014820,동원시스템즈,KOSPI,747975075600
114090,GKL,KOSPI,747216493600
002350,넥센타이어,KOSPI,739345828890
017900,광전자,KOSPI,738782978250
069260,TKG휴켐스,KOSPI,737040941640
293940,신한알파리츠,KOSPI,736525349070
001680,대상,KOSPI,731073327500
005090,SGC에너지,KOSPI,730553183100
001060,JW중외제약,KOSPI,714878051000
217590,티엠씨,KOSPI,707165503750
005180,빙그레,KOSPI,699811840500
001500,현대차증권,KOSPI,686346788400
058650,세아홀딩스,KOSPI,684510553200
005250,녹십자홀딩스,KOSPI,678617070300
008730,율촌화학,KOSPI,678280000000
161000,애경케미칼,KOSPI,678163003460
000400,롯데손해보험,KOSPI,673429814400
002840,미원상사,KOSPI,665475000000
019170,신풍제약,KOSPI,662570118080
017940,E1,KOSPI,661304000000
001820,삼화콘덴서,KOSPI,659043000000
002240,고려제강,KOSPI,658800000000
039130,하나투어,KOSPI,657547613400
002960,한국쉘석유,KOSPI,656500000000
005810,풍산홀딩스,KOSPI,656347218300
094800,맵스리얼티,KOSPI,656338720170
000640,동아쏘시오홀딩스,KOSPI,655074877100
383800,LX홀딩스,KOSPI,647623058100
005420,코스모화학,KOSPI,644490065840
130660,한전산업,KOSPI,638308000000
001570,금양,KOSPI,633275240400
271940,일진하이솔루스,KOSPI,628944450800
003545,대신증권우,KOSPI,624753341600
006380,카프로,KOSPI,618539985360
268280,미원에스씨,KOSPI,617000000000
0120G0,삼양바이오팜,KOSPI,612715688000
448730,삼성FN리츠,KOSPI,607303500000
009410,태영건설,KOSPI,605595808730
014830,유니드,KOSPI,592841760000
016610,DB증권,KOSPI,586184632090
016380,KG스틸,KOSPI,577051335690
950210,프레스티지바이오파마,KOSPI,576923088000
005389,현대차3우B,KOSPI,567898288000
020000,한섬,KOSPI,560943675000
004690,삼천리,KOSPI,558376942500
009900,명신산업,KOSPI,557757513790
284740,쿠쿠홈시스,KOSPI,551958318000
016590,신대양제지,KOSPI,550065243000
003300,한일홀딩스,KOSPI,545742046800
000070,삼양홀딩스,KOSPI,538765455400
002030,아세아,KOSPI,538389798000
453340,현대그린푸드,KOSPI,530106249960
377740,바이오노트,KOSPI,523889147200
105840,우진,KOSPI,523119653000
460860,동국제강,KOSPI,520884178500
381970,케이카,KOSPI,517989197280
005945,NH투자증권우,KOSPI,516120974800
090435,아모레퍼시픽우,KOSPI,506775840000
029530,신도리코,KOSPI,505217908000
006340,대원전선,KOSPI,501852262400
006220,제주은행,KOSPI,500074909110
145990,삼양사,KOSPI,499686604050
034310,NICE,KOSPI,497324334210
027410,BGF,KOSPI,492941473650
031430,신세계인터내셔날,KOSPI,488054700000
001200,유진투자증권,KOSPI,484332090000
029460,케이씨,KOSPI,483917527200
008060,대덕,KOSPI,479944083320
145720,덴티움,KOSPI,479488339600
452260,한화갤러리아,KOSPI,475925342550
017810,풀무원,KOSPI,473075926220
105630,한세실업,KOSPI,471600000000
001530,DI동일,KOSPI,470543328000
192650,드림텍,KOSPI,464886101260
004700,조광피혁,KOSPI,458790522000
357120,코람코라이프인프라리츠,KOSPI,456989487030
002710,TCC스틸,KOSPI,454545505980
344820,KCC글라스,KOSPI,452764015200
000157,두산2우B,KOSPI,445625962000
025860,남해화학,KOSPI,445619221710
170900,동아에스티,KOSPI,445047719250
072710,농심홀딩스,KOSPI,444764061000
089590,제주항공,KOSPI,441106187950
015360,INVENI,KOSPI,434910000000
015860,일진홀딩스,KOSPI,434257850400
092790,넥스틸,KOSPI,433713360000
005610,SPC삼립,KOSPI,432313350900
016800,퍼시스,KOSPI,431250000000
006405,삼성SDI우,KOSPI,427933492000
306200,세아제강,KOSPI,418070620000
183190,아세아시멘트,KOSPI,417998600600
009290,광동제약,KOSPI,417820389120
091810,트리니티항공,KOSPI,415447301910
126720,수산인더스트리,KOSPI,412865400000
417310,코람코더원리츠,KOSPI,410868000000
097520,엠씨넥스,KOSPI,409805325000
012030,DB,KOSPI,408383083990
026890,스틱인베스트먼트,KOSPI,399693698250
007690,국도화학,KOSPI,397752734400
084010,대한제강,KOSPI,394242206120
018250,애경산업,KOSPI,392979832800
010690,화신,KOSPI,392854612500
001390,KG케미칼,KOSPI,391968564900
034830,한국토지신탁,KOSPI,388580924970
001940,KISCO홀딩스,KOSPI,388432812000
060980,HL홀딩스,KOSPI,387666766900
194370,제이에스코퍼레이션,KOSPI,386793384140
001750,한양증권,KOSPI,381856020000
403550,쏘카,KOSPI,380309225160
200880,서연이화,KOSPI,377587264890
126560,현대퓨처넷,KOSPI,376894071900
104700,한국철강,KOSPI,369603000000
005720,넥센,KOSPI,368918001530
092230,KPX홀딩스,KOSPI,368389131200
011760,현대코퍼레이션,KOSPI,367765254800
002310,아세아제지,KOSPI,366880443000
002810,삼영무역,KOSPI,358258791200
011500,한농화성,KOSPI,357306409700
001230,동국홀딩스,KOSPI,357119424090
017860,DS단석,KOSPI,356959503600
084690,대상홀딩스,KOSPI,356331373920
009160,SIMPAC,KOSPI,353656936880
001340,PKC,KOSPI,351261942740
272450,진에어,KOSPI,348174000000
078520,에이블씨엔씨,KOSPI,347289049350
286940,롯데이노베이트,KOSPI,341923694200
003520,영진약품,KOSPI,336888410502
123890,한국자산신탁,KOSPI,336528296500
003720,삼영,KOSPI,334220000000
033270,유나이티드제약,KOSPI,334126275000
037270,YG PLUS,KOSPI,333594696400
900140,엘브이엠씨홀딩스,KOSPI,332373543040
053690,한미글로벌,KOSPI,329822255000
024720,콜마홀딩스,KOSPI,328215198630
128820,대성산업,KOSPI,321624248580
096760,JW홀딩스,KOSPI,317138001180
000650,천일고속,KOSPI,314428400000
475560,더본코리아,KOSPI,314352964000
088260,이리츠코크렙,KOSPI,313857578450
003920,남양유업,KOSPI,313200000000
006805,미래에셋증권우,KOSPI,313185437500
017390,서울가스,KOSPI,312840000000
001460,BYC,KOSPI,312307500000
003120,일성아이에스,KOSPI,310555000000
008350,남선알미늄,KOSPI,309789816000
003960,사조대림,KOSPI,306551421150
037710,광주신세계,KOSPI,305556096000
002320,한진,KOSPI,303078570480
134380,미원화학,KOSPI,301299716000
003070,코오롱글로벌,KOSPI,301273914150
005680,삼영전자,KOSPI,299400000000
002900,TYM,KOSPI,297459000000
334890,이지스밸류플러스리츠,KOSPI,295156902750
092200,디아이씨,KOSPI,294775353020
004360,세방,KOSPI,293806818110
000320,노루홀딩스,KOSPI,292405322000
000490,대동,KOSPI,290286530550
000540,흥국화재,KOSPI,289413115725
005010,휴스틸,KOSPI,289368586250
034120,SBS,KOSPI,288286238520
058430,포스코스틸리온,KOSPI,288000000000
003200,일신방직,KOSPI,287000000000
001790,대한제당,KOSPI,282095744100
035510,신세계 I&C,KOSPI,281715135000
044450,KSS해운,KOSPI,280955159600
02826K,삼성물산우B,KOSPI,280896726000
377190,디앤디플랫폼리츠,KOSPI,280670000000
001250,GS글로벌,KOSPI,280614797600
241590,화승엔터프라이즈,KOSPI,279316562360
013890,지누스,KOSPI,278627291520
108670,LX하우시스,KOSPI,276652619500
011690,와이투솔루션,KOSPI,276017042880
404990,신한서부티엔디리츠,KOSPI,275547423940
000680,LS네트웍스,KOSPI,274628510760
000430,대원강업,KOSPI,274350000000
004310,현대약품,KOSPI,273920000000
000050,경방,KOSPI,272233631100
007160,사조산업,KOSPI,271500000000
004980,성신양회,KOSPI,270902606650
084680,이월드,KOSPI,268013704770
0030R0,대신밸류리츠,KOSPI,266021000000
136490,선진,KOSPI,263715808360
035150,백산,KOSPI,262204075230
001130,대한제분,KOSPI,261443000000
009470,삼화전기,KOSPI,260915199000
030210,다올투자증권,KOSPI,257958533910
033920,무학,KOSPI,257640000000
117580,대성에너지,KOSPI,255475000000
000390,삼화페인트,KOSPI,255168539220
122900,아이마켓코리아,KOSPI,253056318800
013580,계룡건설,KOSPI,252298122750
001780,알루코,KOSPI,252242493860
005500,삼진제약,KOSPI,251881200000
001630,종근당홀딩스,KOSPI,248238612550
092220,KEC,KOSPI,247741715994
004380,삼익THK,KOSPI,245709000000
210980,SK디앤디,KOSPI,244260051840
004710,한솔테크닉스,KOSPI,244146263040
003220,대원제약,KOSPI,243114999720
244920,에이플러스에셋,KOSPI,242354468960
348950,제이알글로벌리츠,KOSPI,242180352000
002150,도화엔지니어링,KOSPI,240760800000
009680,모토닉,KOSPI,239064034000
000480,CR홀딩스,KOSPI,238672594100
005950,이수화학,KOSPI,238225171140
016880,웅진,KOSPI,237383427600
298690,에어부산,KOSPI,237362400000
028100,동아지질,KOSPI,236592500340
004430,송원산업,KOSPI,235200000000
053210,스카이라이프,KOSPI,235001012475
004560,현대비앤지스틸,KOSPI,234777087270
051905,LG생활건강우,KOSPI,233066367000
226320,잇츠한불,KOSPI,232889325300
095570,AJ네트웍스,KOSPI,231694126080
003547,대신증권2우B,KOSPI,231358658800
432320,KB스타리츠,KOSPI,230717498375
008490,서흥,KOSPI,229878275310
010580,에스엠벡셀,KOSPI,229734884400
025000,KPX케미칼,KOSPI,228130738900
010955,S-Oil우,KOSPI,228043260900
009580,무림P&P,KOSPI,225773332880
007860,서연,KOSPI,223528114880
007570,일양약품,KOSPI,223111412160
339770,교촌에프앤비,KOSPI,222594431400
102260,동성케미컬,KOSPI,220777880400
033530,SJG세종,KOSPI,219785591900
003610,방림,KOSPI,219101761100
018470,조일알미늄,KOSPI,218566350446
000520,삼일제약,KOSPI,216701191890
003350,한국화장품제조,KOSPI,215496600000
213500,한솔제지,KOSPI,213967178240
039570,HDC랩스,KOSPI,213111904210
000140,하이트진로홀딩스,KOSPI,212806035050
001080,만호제강,KOSPI,211235000000
003650,미창석유,KOSPI,210848246400
005960,동부건설,KOSPI,209961966450
271980,제일약품,KOSPI,209691474720
102460,이연제약,KOSPI,208729887530
003555,LG우,KOSPI,207170491200
004090,한국석유,KOSPI,206787214800
487570,HS효성,KOSPI,206416355800
234080,JW생명과학,KOSPI,204899128760
016580,환인제약,KOSPI,204228768600
081000,일진다이아,KOSPI,201966304500
008970,KBI동양철관,KOSPI,200581431231
001045,CJ우,KOSPI,199803713200
031440,신세계푸드,KOSPI,196721984000
100250,진양홀딩스,KOSPI,196492500000
002990,금호건설,KOSPI,196452795600
000860,강남제비스코,KOSPI,196430000000
003460,유화증권,KOSPI,195906843825
017550,수산세보틱스,KOSPI,195621272550
002100,경농,KOSPI,195420975750
001520,동양,KOSPI,191663302589
071840,롯데하이마트,KOSPI,190986390080
